受管系统名称               产品代码 版本      状态
Primary:BL685-460:NT             NT   06.23.01.00 Y 
CAIMS-WJJX-SD:UA                 UM   06.23.01.00 Y 
CAIMS-WJJX-SDASFSdp:UAGENT00     UA   06.00.00.00 Y 
Primary:CAIMS-WJJX-SD:NT         NT   06.23.01.00 Y 
SSBCP-DA-P01:UA                  UM   06.23.01.00 Y 
SSBCP-DA-P01ASFSdp:UAGENT00      UA   06.00.00.00 Y 
Primary:SSBCP-DA-P01:NT          NT   06.23.01.00 Y 
CAIMS-WJJX-JXQ:UA                UM   06.23.01.00 Y 
CAIMS-WJJX-JXQASFSdp:UAGENT00    UA   06.00.00.00 Y 
Primary:CAIMS-WJJX-JXQ:NT        NT   06.23.01.00 Y 
SSBCP-DA-P02:UA                  UM   06.23.01.00 Y 
SSBCP-DA-P02ASFSdp:UAGENT00      UA   06.00.00.00 Y 
Primary:SSBCP-DA-P02:NT          NT   06.23.01.00 Y 
YXQY-SD-P03:UA                   UM   06.23.01.00 Y 
YXQY-SD-P03ASFSdp:UAGENT00       UA   06.00.00.00 Y 
Primary:YXQY-SD-P03:NT           NT   06.23.01.00 Y 
BL685765:UA                      UM   06.23.01.00 Y 
BL685765ASFSdp:UAGENT00          UA   06.00.00.00 Y 
Primary:BL685765:NT              NT   06.23.01.00 Y 
NIMS-APP-P11:UA                  UM   06.23.01.00 Y 
NIMS-APP-P11ASFSdp:UAGENT00      UA   06.00.00.00 Y 
Primary:NIMS-APP-P11:NT          NT   06.23.01.00 Y 
HP-BL685-019:UA                  UM   06.23.01.00 Y 
HP-BL685-019ASFSdp:UAGENT00      UA   06.00.00.00 Y 
Primary:HP-BL685-019:NT          NT   06.23.01.00 Y 
BL685-620:UA                     UM   06.23.01.00 Y 
BL685-620ASFSdp:UAGENT00         UA   06.00.00.00 Y 
Primary:BL685-620:NT             NT   06.23.01.00 Y 
OCDSM-DB-P01:UA                  UM   06.23.01.00 Y 
OCDSM-DB-P01ASFSdp:UAGENT00      UA   06.00.00.00 Y 
Primary:OCDSM-DB-P01:NT          NT   06.23.01.00 Y 
BL685-418:UA                     UM   06.23.01.00 Y 
BL685-418ASFSdp:UAGENT00         UA   06.00.00.00 Y 
Primary:BL685-418:NT             NT   06.23.01.00 Y 
OCDSM-APP-P11:UA                 UM   06.23.01.00 Y 
OCDSM-APP-P11ASFSdp:UAGENT00     UA   06.00.00.00 Y 
Primary:OCDSM-APP-P11:NT         NT   06.23.01.00 Y 
BL685-621:UA                     UM   06.23.01.00 Y 
BL685-621ASFSdp:UAGENT00         UA   06.00.00.00 Y 
BL685-636:UA                     UM   06.23.01.00 Y 
BL685-636ASFSdp:UAGENT00         UA   06.00.00.00 Y 
Primary:BL685-621:NT             NT   06.23.01.00 Y 
Primary:BL685-636:NT             NT   06.23.01.00 Y 
FISREP:WIN-V005D48H324:RZ        RZ   06.31.02.02 Y 
WIN-V005D48H324:UA               UM   06.23.01.00 Y 
WIN-V005D48H324ASFSdp:UAGENT00   UA   06.00.00.00 Y 
Primary:WIN-V005D48H324:NT       NT   06.23.01.00 Y 
Primary:BL680-001-FL:NT          NT   06.23.01.00 Y 
BL680-001-FL:UA                  UM   06.23.01.00 Y 
BL680-001-FLASFSdp:UAGENT00      UA   06.00.00.00 Y 
MSG-WXTS-APP-P01:LZ              LZ   06.23.05.00 Y 
MSG-WXTS-APP-P01:UA              UM   06.23.05.00 Y 
MSG-WXTS-APP-P01ASFSdp:UAGENT00  UA   06.00.00.00 Y 
MSG-WXTS-APP-P01:M03_APPMONEXT00 M0   06.00.00.XX Y 
MSG-WXTS-APP-P01:N99_LINUXEXT00  N9   06.00.01.XX Y 
MSG-WXTS-APP-P01:P40_VCSEXT00    P4   06.00.00.XX Y 
NAS-RW1:UA                       UM   06.23.01.00 Y 
nas-rw1ASFSdp:UAGENT00           UA   06.00.00.00 Y 
Primary:NAS-RW1:NT               NT   06.23.01.00 Y 
FTIS:FTRMS-DA-P04-10:RZ          RZ   06.31.02.02 Y 
FTRMS-DA-P04-10:UA               UM   06.23.01.00 Y 
FTRMS-DA-P04-10ASFSdp:UAGENT00   UA   06.00.00.00 Y 
Primary:FTRMS-DA-P04-10:NT       NT   06.23.01.00 Y 
RZ:FISREP-FISREP-WIN-V005D4:RDB  RZ   06.31.02.XX Y 
RZ:FTIS-FTIS-FTRMS-DA-P04-1:RDB  RZ   06.31.02.XX Y 
ORM-APP-T01-101:UA               UM   06.23.01.00 Y 
ORM-APP-T01-101ASFSdp:UAGENT00   UA   06.00.00.00 Y 
Primary:ORM-APP-P02:NT           NT   06.23.01.00 Y 
CPMP-APP-P01:UA                  UM   06.23.01.00 Y 
CPMP-APP-P01ASFSdp:UAGENT00      UA   06.00.00.00 Y 
Primary:CPMP-APP-P01:NT          NT   06.23.01.00 Y 
XEN-APP1:UA                      UM   06.23.01.00 Y 
xen-app1ASFSdp:UAGENT00          UA   06.00.00.00 Y 
Primary:XEN-APP1:NT              NT   06.23.01.00 Y 
FWJB-DA-T01-101:UA               UM   06.23.01.00 Y 
FWJB-DA-T01-101ASFSdp:UAGENT00   UA   06.00.00.00 Y 
Primary:FWJB-DA-T01-101:NT       NT   06.23.01.00 Y 
ETOA-DA-YW-02-1:UA               UM   06.23.01.00 Y 
ETOA-DA-YW-02-1ASFSdp:UAGENT00   UA   06.00.00.00 Y 
Primary:ETOA-DA-YW-02-1:NT       NT   06.23.01.00 Y 
EBIS-APP-P02:UA                  UM   06.23.01.00 Y 
EBIS-APP-P02ASFSdp:UAGENT00      UA   06.00.00.00 Y 
Primary:EBIS-APP-P02:NT          NT   06.23.01.00 Y 
BL685679:UA                      UM   06.23.01.00 Y 
BL685679ASFSdp:UAGENT00          UA   06.00.00.00 Y 
BL685679:P32_ALM_CHECK00         P3   06.00.00.XX Y 
BL685679:P38_WINEXT00            P3   06.00.00.XX Y 
BL685280:UA                      UM   06.23.01.00 Y 
BL685280ASFSdp:UAGENT00          UA   06.00.00.00 Y 
BL685280:P32_ALM_CHECK00         P3   06.00.00.XX Y 
BL685280:P38_WINEXT00            P3   06.00.00.XX Y 
Primary:BL685679:NT              NT   06.23.01.00 Y 
Primary:BL685280:NT              NT   06.23.01.00 Y 
OAS-KR-DW-P02:UA                 UM   06.23.01.00 Y 
OAS-KR-DW-P02ASFSdp:UAGENT00     UA   06.00.00.00 Y 
Primary:OAS-KR-DW-P02:NT         NT   06.23.01.00 Y 
ETOA-DA-YW-01-1:UA               UM   06.23.01.00 Y 
ETOA-DA-YW-01-1ASFSdp:UAGENT00   UA   06.00.00.00 Y 
Primary:ETOA-DA-YW-01-1:NT       NT   06.23.01.00 Y 
BL685685:UA                      UM   06.23.01.00 Y 
BL685685ASFSdp:UAGENT00          UA   06.00.00.00 Y 
BL685423:UA                      UM   06.23.01.00 Y 
BL685423ASFSdp:UAGENT00          UA   06.00.00.00 Y 
Primary:BL685685:NT              NT   06.23.01.00 Y 
Primary:BL685423:NT              NT   06.23.01.00 Y 
OAS-KR-DW-P01:UA                 UM   06.23.01.00 Y 
OAS-KR-DW-P01ASFSdp:UAGENT00     UA   06.00.00.00 Y 
Primary:OAS-KR-DW-P01:NT         NT   06.23.01.00 Y 
HP-BL685-644:UA                  UM   06.23.01.00 Y 
HP-BL685-644ASFSdp:UAGENT00      UA   06.00.00.00 Y 
OBOASLUX-DW-P02:UA               UM   06.23.01.00 Y 
OBOASLUX-DW-P02ASFSdp:UAGENT00   UA   06.00.00.00 Y 
HP-BL685-648:UA                  UM   06.23.01.00 Y 
HP-BL685-648ASFSdp:UAGENT00      UA   06.00.00.00 Y 
Primary:OBOASLUX-DW-P02:NT       NT   06.23.01.00 Y 
Primary:HP-BL685-648:NT          NT   06.23.01.00 Y 
BDAP-CTRL-001:UA                 UM   06.23.01.00 Y 
bdap-ctrl-001ASFSdp:UAGENT00     UA   06.00.00.00 Y 
Primary:BDAP-CTRL-001:NT         NT   06.23.01.00 Y 
BDAP-CTRL-002:UA                 UM   06.23.01.00 Y 
bdap-ctrl-002ASFSdp:UAGENT00     UA   06.00.00.00 Y 
OBOASLUX-DW-P01:UA               UM   06.23.01.00 Y 
OBOASLUX-DW-P01ASFSdp:UAGENT00   UA   06.00.00.00 Y 
Primary:OBOASLUX-DW-P01:NT       NT   06.23.01.00 Y 
APP-AD2:UA                       UM   06.23.01.00 Y 
APP-AD2ASFSdp:UAGENT00           UA   06.00.00.00 Y 
Primary:BDAP-CTRL-002:NT         NT   06.23.01.00 Y 
Primary:APP-AD2:NT               NT   06.23.01.00 Y 
OASLM-APP-P01:UA                 UM   06.23.01.00 Y 
OASlm-APP-P01ASFSdp:UAGENT00     UA   06.00.00.00 Y 
Primary:OASLM-APP-P01:NT         NT   06.23.01.00 Y 
EBI-AW-P01:UA                    UM   06.23.01.00 Y 
EBI-AW-P01ASFSdp:UAGENT00        UA   06.00.00.00 Y 
Primary:EBI-AW-P01:NT            NT   06.23.01.00 Y 
RPTM-AW-P01:UA                   UM   06.23.01.00 Y 
RPTM-AW-P01ASFSdp:UAGENT00       UA   06.00.00.00 Y 
Primary:RPTM-AW-P01:NT           NT   06.23.01.00 Y 
MSG-YX-APP-P01:LZ                LZ   06.23.05.00 Y 
MSG-YX-APP-P01:KUL               UL   06.23.05.00 Y 
MSG-YX-APP-P01:UA                UM   06.23.05.00 Y 
MSG-YX-APP-P01ASFSdp:UAGENT00    UA   06.00.00.00 Y 
MSG-YX-APP-P01:M03_APPMONEXT00   M0   06.00.00.XX Y 
ZPMPROXY01:UA                    UM   06.23.01.00 Y 
ZPMProxy01ASFSdp:UAGENT00        UA   06.00.00.00 Y 
MSG-YX-APP-P01:N99_LINUXEXT00    N9   06.00.01.XX Y 
Primary:ZPMPROXY01:NT            NT   06.23.01.00 Y 
MSG-YX-APP-P01:P40_VCSEXT00      P4   06.00.00.XX Y 
OASEVAD-APP-P03:UA               UM   06.23.01.00 Y 
OASEVAD-APP-P03ASFSdp:UAGENT00   UA   06.00.00.00 Y 
Primary:OASEVAD-APP-P03:NT       NT   06.23.01.00 Y 
WIN-60SG05GINA7:UA               UM   06.23.01.00 Y 
WIN-60SG05GINA7ASFSdp:UAGENT00   UA   06.00.00.00 Y 
Primary:WIN-60SG05GINA7:NT       NT   06.23.01.00 Y 
PIDS-WEB-P02-10:UA               UM   06.23.01.00 Y 
Primary:PIDS-WEB-P02:NT          NT   06.23.01.00 Y 
PIDS-WEB-P02-10ASFSdp:UAGENT00   UA   06.00.00.00 Y 
WIN-8TN5CPJ28NI:UA               UM   06.23.01.00 Y 
WIN-8TN5CPJ28NIASFSdp:UAGENT00   UA   06.00.00.00 Y 
Primary:WIN-8TN5CPJ28NI:NT       NT   06.23.01.00 Y 
OASEV-APP-P01:UA                 UM   06.23.01.00 Y 
OASEV-APP-P01ASFSdp:UAGENT00     UA   06.00.00.00 Y 
AGW-RW-APP1:UA                   UM   06.23.01.00 Y 
AGW-RW-APP1ASFSdp:UAGENT00       UA   06.00.00.00 Y 
Primary:AGW-RW-APP1:NT           NT   06.23.01.00 Y 
Primary:OASEV-APP-P01:NT         NT   06.23.01.00 Y 
vendormail:OASW-APP-P02:GB       GB   06.21.02.00 Y 
OASW-APP-P02:UA                  UM   06.23.01.00 Y 
OASw-APP-P02ASFSdp:UAGENT00      UA   06.00.00.00 Y 
Primary:OASW-APP-P02:NT          NT   06.23.01.00 Y 
DVS-APP-P06:UA                   UM   06.23.01.00 Y 
DVS-APP-P06ASFSdp:UAGENT00       UA   06.00.00.00 Y 
Primary:DVS-APP-P06:NT           NT   06.23.01.00 Y 
BL685725:UA                      UM   06.23.01.00 Y 
BL685725ASFSdp:UAGENT00          UA   06.00.00.00 Y 
Primary:BL685725:NT              NT   06.23.01.00 Y 
QD:HP-BL460-030:RZ               RZ   06.31.02.02 Y 
BL685716:UA                      UM   06.23.01.00 Y 
BL685716ASFSdp:UAGENT00          UA   06.00.00.00 Y 
HP-BL460-030:UA                  UM   06.23.01.00 Y 
hp-bl460-030ASFSdp:UAGENT00      UA   06.00.00.00 Y 
Primary:BL685716:NT              NT   06.23.01.00 Y 
Primary:HP-BL460-030:NT          NT   06.23.01.00 Y 
BL685727:UA                      UM   06.23.01.00 Y 
BL685727ASFSdp:UAGENT00          UA   06.00.00.00 Y 
BL685-221:UA                     UM   06.23.01.00 Y 
bl685-221ASFSdp:UAGENT00         UA   06.00.00.00 Y 
Primary:BL685-221:NT             NT   06.23.01.00 Y 
10.217.0.1_CALMS:10.1.71.155:02  02   06.30.01.01 Y 
Primary:BL685727:NT              NT   06.23.01.00 Y 
BL685704:UA                      UM   06.23.01.00 Y 
BL685704ASFSdp:UAGENT00          UA   06.00.00.00 Y 
Primary:BL685704:NT              NT   06.23.01.00 Y 
10.217.0.2_CALMS:10.1.71.155:02  02   06.30.01.01 Y 
RZ:rz-BDAP-bdap-oracle-2:RDB     RZ   06.31.02.XX N 
BL685657:UA                      UM   06.23.01.00 Y 
BL685657ASFSdp:UAGENT00          UA   06.00.00.00 Y 
BL685722:UA                      UM   06.23.01.00 Y 
BL685722ASFSdp:UAGENT00          UA   06.00.00.00 Y 
Primary:BL685657:NT              NT   06.23.01.00 Y 
10.217.0.3_CALMS:10.1.71.155:02  02   06.30.01.01 Y 
Primary:BL685722:NT              NT   06.23.01.00 Y 
BDAP:bdap-oracle-2:RZ            RZ   06.31.02.02 N 
BL685724:UA                      UM   06.23.01.00 Y 
BL685724ASFSdp:UAGENT00          UA   06.00.00.00 Y 
Primary:BL685724:NT              NT   06.23.01.00 Y 
BDAP:bdap-oracle-1:RZ            RZ   06.31.02.02 Y 
RZ:rz-BDAP-bdap-oracle-1:RDB     RZ   06.31.02.XX Y 
hubmail:BL685741:GB              GB   06.21.02.00 Y 
Primary:BL685741:NT              NT   06.23.01.00 Y 
BL685653:UA                      UM   06.23.01.00 Y 
BL685653ASFSdp:UAGENT00          UA   06.00.00.00 Y 
BL685741:UA                      UM   06.23.01.00 Y 
BL685741ASFSdp:UAGENT00          UA   06.00.00.00 Y 
Primary:PIDS-WEB-P01:NT          NT   06.23.01.00 Y 
PIDS-WEB-P01-10:UA               UM   06.23.01.00 Y 
PIDS-WEB-P01-10ASFSdp:UAGENT00   UA   06.00.00.00 Y 
OAS-APP-P06-101:UA               UM   06.23.01.00 Y 
OAS-APP-P06-101ASFSdp:UAGENT00   UA   06.00.00.00 Y 
Primary:OAS-APP-P06-101:NT       NT   06.23.01.00 Y 
NAS-HQ1:UA                       UM   06.23.01.00 Y 
nas-hq1ASFSdp:UAGENT00           UA   06.00.00.00 Y 
Primary:NAS-HQ1:NT               NT   06.23.01.00 Y 
CNR:UA                           UM   06.23.01.00 Y 
CNRASFSdp:UAGENT00               UA   06.00.00.00 Y 
Primary:CNR:NT                   NT   06.23.01.00 Y 
qctmi:HP-BL685-049:RZ            RZ   06.31.02.02 Y 
HP-BL685-049:UA                  UM   06.23.01.00 Y 
hp-bl685-049ASFSdp:UAGENT00      UA   06.00.00.00 Y 
Primary:HP-BL685-049:NT          NT   06.23.01.00 Y 
DVS-DBS-P07-101:UA               UM   06.23.01.00 Y 
DVS-DBS-P07-101ASFSdp:UAGENT00   UA   06.00.00.00 Y 
Primary:DVS-DBS-P07-101:NT       NT   06.23.01.00 Y 
RHDJZ-APP-P01:UA                 UM   06.23.01.00 Y 
RHDJZ-APP-P01ASFSdp:UAGENT00     UA   06.00.00.00 Y 
Primary:RHDJZ-APP-P01:NT         NT   06.23.01.00 Y 
RHDJZ-APP-P02:UA                 UM   06.23.01.00 Y 
RHDJZ-APP-P02ASFSdp:UAGENT00     UA   06.00.00.00 Y 
Primary:RHDJZ-APP-P02:NT         NT   06.23.01.00 Y 
WLAN-AD1:UA                      UM   06.23.01.00 Y 
WLAN-AD1ASFSdp:UAGENT00          UA   06.00.00.00 Y 
FXM-WLAN-CNR1:UA                 UM   06.23.01.00 Y 
FXM-WLAN-CNR1ASFSdp:UAGENT00     UA   06.00.00.00 Y 
Primary:FXM-WLAN-CNR1:NT         NT   06.23.01.00 Y 
BL685-073:UA                     UM   06.23.01.00 Y 
bl685-073ASFSdp:UAGENT00         UA   06.00.00.00 Y 
Primary:BL685-073:NT             NT   06.23.01.00 Y 
BL685655:UA                      UM   06.23.01.00 Y 
BL685655ASFSdp:UAGENT00          UA   06.00.00.00 Y 
Primary:WLAN-AD1:NT              NT   06.23.01.00 Y 
BL685650:UA                      UM   06.23.01.00 Y 
BL685650ASFSdp:UAGENT00          UA   06.00.00.00 Y 
Primary:BL685650:NT              NT   06.23.01.00 Y 
NSCDB1:UA                        UM   06.23.01.00 Y 
nscdb1ASFSdp:UAGENT00            UA   06.00.00.00 Y 
Primary:NSCDB1:NT                NT   06.23.01.00 Y 
HP-BL685-273:UA                  UM   06.23.01.00 Y 
HP-BL685-273ASFSdp:UAGENT00      UA   06.00.00.00 Y 
Primary:HP-BL685-273:NT          NT   06.23.01.00 Y 
AGW-APP-DATA:UA                  UM   06.23.01.00 Y 
AGW-APP-DATAASFSdp:UAGENT00      UA   06.00.00.00 Y 
Primary:AGW-APP-DATA:NT          NT   06.23.01.00 Y 
DMDOC-AWS-P01:UA                 UM   06.23.01.00 Y 
DMDOC-AWS-P01ASFSdp:UAGENT00     UA   06.00.00.00 Y 
Primary:DMDOC-AWS-P01:NT         NT   06.23.01.00 Y 
APP-DB:UA                        UM   06.23.01.00 Y 
APP-DBASFSdp:UAGENT00            UA   06.00.00.00 Y 
Primary:APP-DB:NT                NT   06.23.01.00 Y 
MDC1:UA                          UM   06.23.01.00 Y 
MDC1ASFSdp:UAGENT00              UA   06.00.00.00 Y 
Primary:MDC1:NT                  NT   06.23.01.00 Y 
RZ:qctmi-qctmi-HP-BL685-049:RDB  RZ   06.31.02.XX Y 
SD-LS:UA                         UM   06.23.01.00 Y 
SD-LSASFSdp:UAGENT00             UA   06.00.00.00 Y 
Primary:SD-LS:NT                 NT   06.23.01.00 Y 
RZ:QD-QD-HP-BL460-030:RDB        RZ   06.31.02.XX Y 
BL685605:UA                      UM   06.23.01.00 Y 
BL685605ASFSdp:UAGENT00          UA   06.00.00.00 Y 
Primary:BL685605:NT              NT   06.23.01.00 Y 
BL685254:UA                      UM   06.23.01.00 Y 
bl685254ASFSdp:UAGENT00          UA   06.00.00.00 Y 
Primary:BL685254:NT              NT   06.23.01.00 Y 
BL685-214:UA                     UM   06.23.01.00 Y 
bl685-214ASFSdp:UAGENT00         UA   06.00.00.00 Y 
Primary:BL685-214:NT             NT   06.23.01.00 Y 
DMP-APP-P02:UA                   UM   06.23.01.00 Y 
DMP-APP-P02ASFSdp:UAGENT00       UA   06.00.00.00 Y 
Primary:DMP-APP-P02:NT           NT   06.23.01.00 Y 
Primary:DMP-APP-P01:NT           NT   06.23.01.00 Y 
DMP-APP-P01:UA                   UM   06.23.01.00 Y 
DMP-APP-P01ASFSdp:UAGENT00       UA   06.00.00.00 Y 
REUTERS-APP-P02:UA               UM   06.23.01.00 Y 
Reuters-APP-P02ASFSdp:UAGENT00   UA   06.00.00.00 Y 
Primary:REUTERS-APP-P02:NT       NT   06.23.01.00 Y 
IIR-APP-P01:UA                   UM   06.23.01.00 Y 
IIR-APP-P01ASFSdp:UAGENT00       UA   06.00.00.00 Y 
Primary:IIR-APP-P01:NT           NT   06.23.01.00 Y 
BL685729:UA                      UM   06.23.01.00 Y 
BL685729ASFSdp:UAGENT00          UA   06.00.00.00 Y 
Primary:BL685729:NT              NT   06.23.01.00 Y 
IMC-BACKUP:UA                    UM   06.23.01.00 Y 
IMC-backupASFSdp:UAGENT00        UA   06.00.00.00 Y 
Primary:IMC-BACKUP:NT            NT   06.23.01.00 Y 
IMC-TEST-SLAVE:IMC-TEST-SLAVE:MS OQ   06.23.00.00 Y 
IMC-TEST-SLAVE:UA                UM   06.23.01.00 Y 
IMC-test-slaveASFSdp:UAGENT00    UA   06.00.00.00 Y 
Primary:IMC-TEST-SLAVE:NT        NT   06.23.01.00 Y 
BL685-095:UA                     UM   06.23.01.00 Y 
bl685-095ASFSdp:UAGENT00         UA   06.00.00.00 Y 
Primary:BL685-095:NT             NT   06.23.01.00 Y 
MQ_B000701:IIR-APP-P04:MQ        MQ   07.10.01.00 N 
CCR-APP-P01:UA                   UM   06.23.01.00 Y 
CCR-APP-P01ASFSdp:UAGENT00       UA   06.00.00.00 Y 
Primary:CCR-APP-P01:NT           NT   06.23.01.00 Y 
GITS-APP-P01-10:UA               UM   06.23.01.00 Y 
GITS-APP-P01-10ASFSdp:UAGENT00   UA   06.00.00.00 Y 
GITS-APP-P01-10:N44_GITS00       N4   06.00.00.XX Y 
Primary:GITS-APP-P01-10:NT       NT   06.23.01.00 Y 
IMC-MASSTER:UA                   UM   06.23.01.00 Y 
IMC-massterASFSdp:UAGENT00       UA   06.00.00.00 Y 
Primary:IMC-MASSTER:NT           NT   06.23.01.00 Y 
GITS-APP-P02-10:UA               UM   06.23.01.00 Y 
GITS-APP-P02-10ASFSdp:UAGENT00   UA   06.00.00.00 Y 
GITS-APP-P02-10:N44_GITS00       N4   06.00.00.XX Y 
Primary:GITS-APP-P02-10:NT       NT   06.23.01.00 Y 
IMC-MASTER:IMC-MASTER:MSS        OQ   06.23.00.00 Y 
IMC-MASTER:UA                    UM   06.23.01.00 Y 
IMC-masterASFSdp:UAGENT00        UA   06.00.00.00 Y 
Primary:IMC-MASTER:NT            NT   06.23.01.00 Y 
REUTERS-APP-P01:UA               UM   06.23.01.00 Y 
Reuters-APP-P01ASFSdp:UAGENT00   UA   06.00.00.00 Y 
Primary:REUTERS-APP-P01:NT       NT   06.23.01.00 Y 
Primary:RWA-WEB-P01:NT           NT   06.23.01.00 Y 
RWA-WEB-P01:UA                   UM   06.23.01.00 Y 
RWA-WEB-P01ASFSdp:UAGENT00       UA   06.00.00.00 Y 
RWA-APP-P02:UA                   UM   06.23.01.00 Y 
RWA-APP-P02ASFSdp:UAGENT00       UA   06.00.00.00 Y 
Primary:RWA-APP-P02:NT           NT   06.23.01.00 Y 
SOLARWINDS-HQ4:UA                UM   06.23.01.00 Y 
Solarwinds-HQ4ASFSdp:UAGENT00    UA   06.00.00.00 Y 
Primary:SOLARWINDS-HQ4:NT        NT   06.23.01.00 Y 
Primary:SOLARWINDS-HQ3:NT        NT   06.23.01.00 Y 
PLR-APP-T01:UA                   UM   06.23.01.00 Y 
Primary:PLR-APP-P01:NT           NT   06.23.01.00 Y 
PLR-APP-T01ASFSdp:UAGENT00       UA   06.00.00.00 Y 
Primary:BL685-541:NT             NT   06.23.01.00 Y 
CCDSS-APP-P01:UA                 UM   06.23.01.00 Y 
CCDSS-APP-P01ASFSdp:UAGENT00     UA   06.00.00.00 Y 
Primary:SCDM-AD-P01:NT           NT   06.23.01.00 Y 
BL685-576:UA                     UM   06.23.01.00 Y 
bl685-576ASFSdp:UAGENT00         UA   06.00.00.00 Y 
Primary:BL685-576:NT             NT   06.23.01.00 Y 
BL685-532:UA                     UM   06.23.01.00 Y 
bl685-532ASFSdp:UAGENT00         UA   06.00.00.00 Y 
BL660157:UA                      UM   06.23.01.00 Y 
bl660157ASFSdp:UAGENT00          UA   06.00.00.00 Y 
Primary:BL660157:NT              NT   06.23.01.00 Y 
BL660160:UA                      UM   06.23.01.00 Y 
BL660160ASFSdp:UAGENT00          UA   06.00.00.00 Y 
Primary:BL660160:NT              NT   06.23.01.00 Y 
WIN-RCUE9BVPO8H:UA               UM   06.23.01.00 Y 
WIN-RCUE9BVPO8HASFSdp:UAGENT00   UA   06.00.00.00 Y 
BL660166:UA                      UM   06.23.01.00 Y 
BL660166ASFSdp:UAGENT00          UA   06.00.00.00 Y 
Primary:BL660166:NT              NT   06.23.01.00 Y 
WIN-CH1PPFT85OJ:UA               UM   06.23.01.00 Y 
WIN-CH1PPFT85OJASFSdp:UAGENT00   UA   06.00.00.00 Y 
Primary:WIN-CH1PPFT85OJ:NT       NT   06.23.01.00 Y 
NAS-BRANCH1:UA                   UM   06.23.01.00 Y 
nas-branch1ASFSdp:UAGENT00       UA   06.00.00.00 Y 
Primary:NAS-BRANCH1:NT           NT   06.23.01.00 Y 
BL680-139-BDC:UA                 UM   06.23.01.00 Y 
BL680-139-BDCASFSdp:UAGENT00     UA   06.00.00.00 Y 
BL660153:UA                      UM   06.23.01.00 Y 
BL660153ASFSdp:UAGENT00          UA   06.00.00.00 Y 
Primary:MSMP-APP-P01:NT          NT   06.23.01.00 Y 
MSMP-AWS-P02-10:UA               UM   06.23.01.00 Y 
MSMP-AWS-P02-10ASFSdp:UAGENT00   UA   06.00.00.00 Y 
MSMP-AWS-P03-10:UA               UM   06.23.01.00 Y 
MSMP-AWS-P03-10ASFSdp:UAGENT00   UA   06.00.00.00 Y 
Primary:MSMP-AWS-P03-10:NT       NT   06.23.01.00 Y 
Primary:MSMP-AWS-P02-10:NT       NT   06.23.01.00 Y 
MSMP-AWS-P04-10:UA               UM   06.23.01.00 Y 
MSMP-AWS-P04-10ASFSdp:UAGENT00   UA   06.00.00.00 Y 
Primary:MSMP-AWS-P04-10:NT       NT   06.23.01.00 Y 
BL660158:UA                      UM   06.23.01.00 Y 
BL660158ASFSdp:UAGENT00          UA   06.00.00.00 Y 
Primary:BL660158:NT              NT   06.23.01.00 Y 
WIN-TJPSO42L9SB:UA               UM   06.23.01.00 Y 
WIN-TJPSO42L9SBASFSdp:UAGENT00   UA   06.00.00.00 Y 
Primary:BL685683:NT              NT   06.23.01.00 Y 
BL680-14:UA                      UM   06.23.01.00 Y 
BL680-14ASFSdp:UAGENT00          UA   06.00.00.00 Y 
BL680-14:P38_WINEXT00            P3   06.00.00.XX Y 
Primary:BL680-14:NT              NT   06.23.01.00 Y 
MSMP-AWS-P01-10:UA               UM   06.23.01.00 Y 
MSMP-AWS-P01-10ASFSdp:UAGENT00   UA   06.00.00.00 Y 
Primary:MSMP-AWS-P01-10:NT       NT   06.23.01.00 Y 
MSMP-APP-P02:UA                  UM   06.23.01.00 Y 
MSMP-APP-P02ASFSdp:UAGENT00      UA   06.00.00.00 Y 
Primary:MSMP-APP-P02:NT          NT   06.23.01.00 Y 
EDW-WEB-P02:UA                   UM   06.23.01.00 Y 
Primary:EDW-WEB-P02:NT           NT   06.23.01.00 Y 
EDW-WEB-P02ASFSdp:UAGENT00       UA   06.00.00.00 Y 
BOP:BL685-564:RZ                 RZ   06.31.02.02 Y 
BL685-564:UA                     UM   06.23.01.00 Y 
BL685-564ASFSdp:UAGENT00         UA   06.00.00.00 Y 
Primary:BL685-564:NT             NT   06.23.01.00 Y 
ECM-SEAL-SHD-1:UA                UM   06.23.01.00 Y 
ecm-seal-shd-1ASFSdp:UAGENT00    UA   06.00.00.00 Y 
Primary:ECM-SEAL-SHD-1:NT        NT   06.23.01.00 Y 
SEAL-APP-TRT-1:UA                UM   06.23.01.00 Y 
seal-app-trt-1ASFSdp:UAGENT00    UA   06.00.00.00 Y 
Primary:SEAL-APP-TRT-1:NT        NT   06.23.01.00 Y 
RZ:BOP-BOP-BL685-564:RDB         RZ   06.31.02.XX Y 
EDW-WEB-P01:UA                   UM   06.23.01.00 Y 
EDW-WEB-P01ASFSdp:UAGENT00       UA   06.00.00.00 Y 
Primary:EDW-WEB-P01:NT           NT   06.23.01.00 Y 
bdap-oracle-1:UA                 UM   06.23.01.00 Y 
bdap-oracle-1ASFSdp:UAGENT00     UA   06.00.00.00 Y 
bdap-oracle-1:M03_APPMONEXT00    M0   06.00.00.XX Y 
bdap-oracle-1:LZ                 LZ   06.23.01.00 Y 
bdap-oracle-1:N99_LINUXEXT00     N9   06.00.00.XX Y 
bdap-oracle-1:P40_VCSEXT00       P4   06.00.00.XX Y 
ALM-DB-P02:UA                    UM   06.23.01.00 Y 
